Name,Lev,Tm,VH,Opp,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS
Enrique Hernandez,MLB-NL,Los Angeles,1,Arizona,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odubel Herrera,MLB-NL,Philadelphia,0,Toronto,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Herrmann,MLB-NL,Arizona,0,Los Angeles,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Jason Heyward,MLB-NL,Chicago,1,Washington,1,5,5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1
Aaron Hicks,MLB-AL,New York,1,Colorado,1,4,4,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
Matt Holliday,MLB-NL,St. Louis,0,Houston,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Holt,MLB-NL,Cincinnati,1,Atlanta,1,6,4,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
Eric Hosmer,MLB-AL,Kansas City,0,Cleveland,1,5,5,2,1,1,0,0,2,0,0,1,0,0,0,0,0,0
Ryan Howard,MLB-NL,Philadelphia,0,Toronto,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Chris Iannetta,MLB-AL,Seattle,1,Tampa Bay,1,5,5,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0
Jose Iglesias,MLB-AL,Detroit,1,Chicago,1,4,4,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0
Ender Inciarte,MLB-NL,Atlanta,0,Cincinnati,1,7,6,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0
John Jaso,MLB-NL,Pittsburgh,1,New York,1,4,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0
Jon Jay,MLB-NL,San Diego,0,Miami,1,5,4,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0
Desmond Jennings,MLB-AL,Tampa Bay,0,Seattle,1,6,4,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0
Chris Johnson,MLB-NL,Miami,1,San Diego,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kelly Johnson,MLB-NL,New York,0,Pittsburgh,1,5,5,2,3,0,0,1,2,0,0,0,0,0,0,0,0,0
Adam Jones,MLB-AL,Baltimore,1,Boston,1,5,5,1,2,0,0,1,2,0,0,2,0,0,0,0,0,0
Tommy Joseph,MLB-NL,Philadelphia,0,Toronto,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matthew Joyce,MLB-NL,Pittsburgh,1,New York,1,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Jung Ho Kang,MLB-NL,Pittsburgh,1,New York,1,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Matt Kemp,MLB-NL,San Diego,0,Miami,1,4,4,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0
Howie Kendrick,MLB-NL,Los Angeles,1,Arizona,1,4,4,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0
Max Kepler,MLB-AL,Minnesota,1,Los Angeles,1,4,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Clayton Kershaw,MLB-NL,Los Angeles,1,Arizona,1,3,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Hyun Soo Kim,MLB-AL,Baltimore,1,Boston,1,5,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
Ian Kinsler,MLB-AL,Detroit,1,Chicago,1,4,3,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0
Jason Kipnis,MLB-AL,Cleveland,1,Kansas City,1,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Erik Kratz,MLB-NL,Pittsburgh,1,New York,1,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Jake Lamb,MLB-NL,Arizona,0,Los Angeles,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Brett Lawrie,MLB-AL,Chicago,0,Detroit,1,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Dae-ho Lee,MLB-AL,Seattle,1,Tampa Bay,1,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
DJ LeMahieu,MLB-NL,Colorado,0,New York,1,5,3,2,3,1,1,0,2,0,0,0,1,1,0,0,0,0
Adam Lind,MLB-AL,Seattle,1,Tampa Bay,1,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Francisco Lindor,MLB-AL,Cleveland,1,Kansas City,1,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Jeff Locke,MLB-NL,Pittsburgh,1,New York,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
James Loney,MLB-NL,New York,0,Pittsburgh,1,5,5,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
Evan Longoria,MLB-AL,Tampa Bay,0,Seattle,1,6,4,1,1,1,0,0,0,2,1,2,0,0,0,0,0,0
Jed Lowrie,MLB-AL,Oakland,0,Texas,1,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Jonathan Lucroy,MLB-NL,Milwaukee,1,San Francisco,1,4,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
Manny Machado,MLB-AL,Baltimore,1,Boston,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mikie Mahtook,MLB-AL,Tampa Bay,0,Seattle,1,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Martin Maldonado,MLB-NL,Milwaukee,1,San Francisco,1,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Jhan Marinez,MLB-NL,Milwaukee,1,San Francisco,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nick Markakis,MLB-NL,Atlanta,0,Cincinnati,1,7,5,2,2,0,0,0,0,2,0,1,0,0,0,0,0,0
Jefry Marte,MLB-AL,Los Angeles,0,Minnesota,1,4,3,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0
Ketel Marte,MLB-AL,Seattle,1,Tampa Bay,1,6,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Starling Marte,MLB-NL,Pittsburgh,1,New York,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Leonys Martin,MLB-AL,Seattle,1,Tampa Bay,1,5,4,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0
Russell Martin,MLB-AL,Toronto,1,Philadelphia,1,4,1,1,0,0,0,0,1,0,0,0,2,0,1,0,0,0
J.D. Martinez,MLB-AL,Detroit,1,Chicago,1,4,4,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
Michael Martinez,MLB-AL,Cleveland,1,Kansas City,1,3,3,2,3,0,0,1,2,0,0,0,0,0,0,0,0,0
Victor Martinez,MLB-AL,Detroit,1,Chicago,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Mauer,MLB-AL,Minnesota,1,Los Angeles,1,4,4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Cameron Maybin,MLB-AL,Detroit,1,Chicago,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nomar Mazara,MLB-AL,Texas,1,Oakland,1,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Brian McCann,MLB-AL,New York,1,Colorado,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James McCann,MLB-AL,Detroit,1,Chicago,1,3,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
Andrew McCutchen,MLB-NL,Pittsburgh,1,New York,1,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Collin McHugh,MLB-AL,Houston,1,St. Louis,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Jordy Mercer,MLB-NL,Pittsburgh,1,New York,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whit Merrifield,MLB-AL,Kansas City,0,Cleveland,1,5,5,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0
Brad Miller,MLB-AL,Tampa Bay,0,Seattle,1,6,5,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
Yadier Molina,MLB-NL,St. Louis,0,Houston,1,4,4,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0
Miguel Montero,MLB-NL,Chicago,1,Washington,1,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Mitch Moreland,MLB-AL,Texas,1,Oakland,1,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
A.J. Morris,MLB-NL,Cincinnati,1,Atlanta,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Logan Morrison,MLB-AL,Tampa Bay,0,Seattle,1,7,6,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
Brandon Moss,MLB-NL,St. Louis,0,Houston,1,4,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Taylor Motter,MLB-AL,Tampa Bay,0,Seattle,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Daniel Murphy,MLB-NL,Washington,0,Chicago,1,5,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Wil Myers,MLB-NL,San Diego,0,Miami,1,5,5,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
Mike Napoli,MLB-AL,Cleveland,1,Kansas City,1,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Tyler Naquin,MLB-AL,Cleveland,1,Kansas City,1,4,3,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0
Dioner Navarro,MLB-AL,Chicago,0,Detroit,1,4,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Jimmy Nelson,MLB-NL,Milwaukee,1,San Francisco,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Justin Nicolino,MLB-NL,Miami,1,San Diego,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Kirk Nieuwenhuis,MLB-NL,Milwaukee,1,San Francisco,1,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Bud Norris,MLB-NL,Atlanta,0,Cincinnati,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Derek Norris,MLB-NL,San Diego,0,Miami,1,4,4,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0
Ivan Nova,MLB-AL,New York,1,Colorado,1,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Eduardo Nunez,MLB-AL,Minnesota,1,Los Angeles,1,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rougned Odor,MLB-AL,Texas,1,Oakland,1,4,4,2,2,0,0,2,3,0,0,1,0,0,0,0,0,0
David Ortiz,MLB-AL,Boston,0,Baltimore,1,4,4,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0
Marcell Ozuna,MLB-NL,Miami,1,San Diego,1,4,2,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0
Angel Pagan,MLB-NL,San Francisco,0,Milwaukee,1,5,5,2,3,2,0,0,1,0,0,1,0,0,0,0,0,0
Joe Panik,MLB-NL,San Francisco,0,Milwaukee,1,5,3,2,3,0,0,0,1,1,0,0,0,1,0,0,1,0
Jimmy Paredes,MLB-NL,Philadelphia,0,Toronto,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ByungHo Park,MLB-AL,Minnesota,1,Los Angeles,1,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Jarrett Parker,MLB-NL,San Francisco,0,Milwaukee,1,5,2,1,1,0,0,0,1,2,0,0,1,0,0,0,0,0
Steve Pearce,MLB-AL,Tampa Bay,0,Seattle,1,6,5,1,2,1,1,0,0,1,1,1,0,0,0,0,0,0
Joc Pederson,MLB-NL,Los Angeles,1,Arizona,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Dustin Pedroia,MLB-AL,Boston,0,Baltimore,1,5,4,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0
Ramiro Pena,MLB-NL,San Francisco,0,Milwaukee,1,2,2,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0
Jhonny Peralta,MLB-NL,St. Louis,0,Houston,1,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jose Peraza,MLB-NL,Cincinnati,1,Atlanta,1,7,6,0,1,0,0,0,1,1,0,2,0,0,0,1,1,0
Luis Perdomo,MLB-NL,San Diego,0,Miami,1,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Hernan Perez,MLB-NL,Milwaukee,1,San Francisco,1,4,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Salvador Perez,MLB-AL,Kansas City,0,Cleveland,1,4,4,1,1,0,0,1,3,0,0,2,0,0,0,0,0,0
Jace Peterson,MLB-NL,Atlanta,0,Cincinnati,1,7,6,2,1,1,0,0,1,1,0,1,0,0,0,0,1,0
Josh Phegley,MLB-AL,Oakland,0,Texas,1,4,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Brandon Phillips,MLB-NL,Cincinnati,1,Atlanta,1,6,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
A.J. Pierzynski,MLB-NL,Atlanta,0,Cincinnati,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Pillar,MLB-AL,Toronto,1,Philadelphia,1,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Stephen Piscotty,MLB-NL,St. Louis,0,Houston,1,4,3,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0
Trevor Plouffe,MLB-AL,Minnesota,1,Los Angeles,1,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Gregory Polanco,MLB-NL,Pittsburgh,1,New York,1,4,4,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
Buster Posey,MLB-NL,San Francisco,0,Milwaukee,1,4,4,1,2,0,0,0,2,0,0,0,0,0,0,0,1,0
Martin Prado,MLB-NL,Miami,1,San Diego,1,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex Presley,MLB-NL,Milwaukee,1,San Francisco,1,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Jurickson Profar,MLB-AL,Texas,1,Oakland,1,4,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Albert Pujols,MLB-AL,Los Angeles,0,Minnesota,1,5,5,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0
Ryan Raburn,MLB-NL,Colorado,0,New York,1,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Alexei Ramirez,MLB-NL,San Diego,0,Miami,1,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Hanley Ramirez,MLB-AL,Boston,0,Baltimore,1,4,3,2,2,0,0,1,3,1,0,0,0,0,0,0,0,0
Wilson Ramos,MLB-NL,Washington,0,Chicago,1,5,5,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
Colby Rasmus,MLB-AL,Houston,1,St. Louis,1,4,4,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0
J.T. Realmuto,MLB-NL,Miami,1,San Diego,1,4,4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Rob Refsnyder,MLB-AL,New York,1,Colorado,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Rendon,MLB-NL,Washington,0,Chicago,1,5,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Ben Revere,MLB-NL,Washington,0,Chicago,1,4,4,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
Mark Reynolds,MLB-NL,Colorado,0,New York,1,4,4,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
Matt Reynolds,MLB-NL,New York,0,Pittsburgh,1,5,5,1,3,2,0,0,2,0,0,2,0,0,0,0,0,0
Joey Rickard,MLB-AL,Baltimore,1,Boston,1,4,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Rene Rivera,MLB-NL,New York,0,Pittsburgh,1,5,5,0,3,1,0,0,2,0,0,1,0,0,0,0,0,0
Anthony Rizzo,MLB-NL,Chicago,1,Washington,1,5,4,1,1,0,0,1,2,1,0,2,0,0,0,0,0,0
Clint Robinson,MLB-NL,Washington,0,Chicago,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Shane Robinson,MLB-AL,Los Angeles,0,Minnesota,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sean Rodriguez,MLB-NL,Pittsburgh,1,New York,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Miguel Rojas,MLB-NL,Miami,1,San Diego,1,3,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Austin Romine,MLB-AL,New York,1,Colorado,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Ross,MLB-NL,Chicago,1,Washington,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carlos Ruiz,MLB-NL,Philadelphia,0,Toronto,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Addison Russell,MLB-NL,Chicago,1,Washington,1,5,4,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0
Carlos Santana,MLB-AL,Cleveland,1,Kansas City,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Schimpf,MLB-NL,San Diego,0,Miami,1,4,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Jonathan Schoop,MLB-AL,Baltimore,1,Boston,1,4,4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Corey Seager,MLB-NL,Los Angeles,1,Arizona,1,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Kyle Seager,MLB-AL,Seattle,1,Tampa Bay,1,6,5,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
Jean Segura,MLB-NL,Arizona,0,Los Angeles,1,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Steve Selsky,MLB-NL,Cincinnati,1,Atlanta,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcus Semien,MLB-AL,Oakland,0,Texas,1,4,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Travis Shaw,MLB-AL,Boston,0,Baltimore,1,4,3,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0
JB Shuck,MLB-AL,Chicago,0,Detroit,1,4,4,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
Andrelton Simmons,MLB-AL,Los Angeles,0,Minnesota,1,4,3,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0
Josh Smith,MLB-NL,Cincinnati,1,Atlanta,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mallex Smith,MLB-NL,Atlanta,0,Cincinnati,1,6,6,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0
Seth Smith,MLB-AL,Seattle,1,Tampa Bay,1,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Jake Smolinski,MLB-AL,Oakland,0,Texas,1,3,2,2,1,0,0,1,2,1,0,0,0,0,0,0,0,0
Brandon Snyder,MLB-NL,Atlanta,0,Cincinnati,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Yangervis Solarte,MLB-NL,San Diego,0,Miami,1,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
George Springer,MLB-AL,Houston,1,St. Louis,1,4,4,1,1,0,0,1,2,0,0,1,0,0,0,0,0,0
Giancarlo Stanton,MLB-NL,Miami,1,San Diego,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trevor Story,MLB-NL,Colorado,0,New York,1,4,4,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0
Stephen Strasburg,MLB-NL,Washington,0,Chicago,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Eugenio Suarez,MLB-NL,Cincinnati,1,Atlanta,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ichiro Suzuki,MLB-NL,Miami,1,San Diego,1,5,5,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0
Kurt Suzuki,MLB-AL,Minnesota,1,Los Angeles,1,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Noah Syndergaard,MLB-NL,New York,0,Pittsburgh,1,5,4,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0
Matt Szczur,MLB-NL,Chicago,1,Washington,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael A. Taylor,MLB-NL,Washington,0,Chicago,1,2,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
Trayce Thompson,MLB-NL,Los Angeles,1,Arizona,1,4,4,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
Yasmany Tomas,MLB-NL,Arizona,0,Los Angeles,1,3,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
Devon Travis,MLB-AL,Toronto,1,Philadelphia,1,4,4,0,2,1,0,0,2,0,0,1,0,0,0,0,0,0
Mike Trout,MLB-AL,Los Angeles,0,Minnesota,1,4,2,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0
Mark Trumbo,MLB-AL,Baltimore,1,Boston,1,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Justin Turner,MLB-NL,Los Angeles,1,Arizona,1,4,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Justin Upton,MLB-AL,Detroit,1,Chicago,1,4,4,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
Melvin Upton Jr.,MLB-NL,San Diego,0,Miami,1,4,3,2,3,1,0,1,2,0,0,0,1,0,0,0,0,0
Luis Valbuena,MLB-AL,Houston,1,St. Louis,1,4,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
Danny Valencia,MLB-AL,Oakland,0,Texas,1,4,4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Scott Van Slyke,MLB-NL,Los Angeles,1,Arizona,1,4,4,1,2,1,0,1,3,0,0,2,0,0,0,0,0,0
Christian Vazquez,MLB-AL,Boston,0,Baltimore,1,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Jonathan Villar,MLB-NL,Milwaukee,1,San Francisco,1,4,3,0,1,0,0,0,0,1,0,2,0,0,0,0,0,1
Joey Votto,MLB-NL,Cincinnati,1,Atlanta,1,7,5,1,2,0,0,0,1,2,0,3,0,0,0,0,1,0
Adam Wainwright,MLB-NL,St. Louis,0,Houston,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rickie Weeks,MLB-NL,Arizona,0,Los Angeles,1,4,4,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0
Jayson Werth,MLB-NL,Washington,0,Chicago,1,6,5,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0
Matt Wieters,MLB-AL,Baltimore,1,Boston,1,4,4,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0
Tony Wolters,MLB-NL,Colorado,0,New York,1,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Danny Worth,MLB-AL,Houston,1,St. Louis,1,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Christian Yelich,MLB-NL,Miami,1,San Diego,1,4,4,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0
Chris Young,MLB-AL,Boston,0,Baltimore,1,4,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Ryan Zimmerman,MLB-NL,Washington,0,Chicago,1,5,5,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
Ben Zobrist,MLB-NL,Chicago,1,Washington,1,6,5,1,1,0,0,1,1,1,0,1,0,0,0,2,0,0
Yonder Alonso,MLB-AL,Oakland,0,Texas,1,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Alexi Amarista,MLB-NL,San Diego,0,Washington,1,4,4,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
Elvis Andrus,MLB-AL,Texas,1,Oakland,1,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Nori Aoki,MLB-AL,Seattle,1,Tampa Bay,1,4,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Cody Asche,MLB-NL,Philadelphia,0,Toronto,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Aviles,MLB-AL,Detroit,1,Kansas City,1,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Erick Aybar,MLB-NL,Atlanta,0,Cincinnati,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darwin Barney,MLB-AL,Toronto,1,Philadelphia,1,5,5,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
Tucker Barnhart,MLB-NL,Cincinnati,1,Atlanta,1,4,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
Jose Bautista,MLB-AL,Toronto,1,Philadelphia,1,4,4,1,1,0,0,0,1,0,0,2,0,0,0,1,0,0
Tim Beckham,MLB-AL,Tampa Bay,0,Seattle,1,5,4,0,1,1,0,0,0,1,0,2,0,0,0,0,0,0
Carlos Beltran,MLB-AL,New York,1,Minnesota,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Adrian Beltre,MLB-AL,Texas,1,Oakland,1,5,5,1,3,1,0,0,2,0,0,0,0,0,0,0,0,0
Christian Bethancourt,MLB-NL,San Diego,0,Washington,1,4,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Mookie Betts,MLB-AL,Boston,0,Baltimore,1,4,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
Andres Blanco,MLB-NL,Philadelphia,0,Toronto,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xander Bogaerts,MLB-AL,Boston,0,Baltimore,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peter Bourjos,MLB-NL,Philadelphia,0,Toronto,1,2,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
Jackie Bradley Jr.,MLB-AL,Boston,0,Baltimore,1,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ryan Braun,MLB-NL,Milwaukee,1,Los Angeles,1,5,4,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
Keon Broxton,MLB-NL,Milwaukee,1,Los Angeles,1,3,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
Andy Burns,MLB-AL,Toronto,1,Philadelphia,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Billy Burns,MLB-AL,Oakland,0,Texas,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Byron Buxton,MLB-AL,Minnesota,0,New York,1,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Asdrubal Cabrera,MLB-NL,New York,0,Pittsburgh,1,4,4,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0
Miguel Cabrera,MLB-AL,Detroit,1,Kansas City,1,5,5,1,1,0,0,1,2,0,0,1,0,0,0,0,0,0
Lorenzo Cain,MLB-AL,Kansas City,0,Detroit,1,4,4,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1
Robinson Cano,MLB-AL,Seattle,1,Tampa Bay,1,5,4,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0
Chris Carter,MLB-NL,Milwaukee,1,Los Angeles,1,4,4,1,2,1,0,1,2,0,0,2,0,0,0,0,0,0
Curt Casali,MLB-AL,Tampa Bay,0,Seattle,1,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
